"san_francisco_ca","37.775","-122.4183"
"new_york_ny","40.7142","-74.0064"
"boulder_co","40.015","-105.27"
"pittsburgh_pa","40.4406","-79.9961"
"redmond_wa","47.6742","-122.1203"
"dallas_tx","32.7833","-96.8"
"seattle_wa","47.6064","-122.3308"
"washington_dc","38.69","-77.03"
"tempe_az","33.4147","-111.9086"
